semg_rms,semg_std,semg_p25,semg_p75,semg_p95,angle_mean,angle_std,angle_range,angle_p25,angle_p75,angle_p95,amg_rms,amg_std,amg_p95
50.6186,50.618603,-17.69443,18.626987,56.98579,58.939743,31.471138,109.81315,24.366653,87.81767,96.036644,100.56469,100.56468,121.3365
146.97974,146.97975,-26.345285,29.59586,212.23843,65.25307,34.131977,100.73974,23.423803,94.22308,106.14862,38.69599,38.69599,54.925674
162.78764,162.78766,-37.66651,39.20319,237.45601,65.681885,32.235756,102.142166,28.288427,94.43254,105.909645,33.510925,33.510925,49.72238
135.88388,135.8839,-24.771255,24.419327,196.00932,65.81617,35.77233,109.37949,20.71101,96.02124,108.345566,36.293385,36.293385,52.645176
131.82503,131.82503,-27.609768,29.659222,187.0756,65.1502,35.782047,106.4351,20.329876,96.221115,109.74738,47.835125,47.835125,61.168514
157.32433,157.32431,-23.733059,25.00296,223.98392,64.19104,34.248272,102.14793,22.385658,94.361275,107.43057,32.722042,32.72204,48.726055
144.39491,144.39493,-30.354218,32.925663,216.23254,64.335014,34.639435,100.740234,21.557617,94.40607,108.36264,32.721832,32.72183,47.72254
150.66742,150.66742,-30.675953,30.959639,214.21895,64.49727,35.28935,100.11593,19.771149,93.3255,109.79976,32.31161,32.31161,48.54521
125.792496,125.792496,-30.539322,32.126408,180.5836,64.66562,35.33926,103.78976,19.733038,94.862366,109.65967,30.771795,30.771797,45.754436
105.960335,105.96034,-36.971355,36.863663,132.67694,57.571007,30.46016,93.815384,27.398571,76.51058,107.11998,25.469864,25.469868,39.776928
95.60125,95.60125,-36.70522,37.859653,126.00485,57.56721,31.156052,95.742805,24.451097,74.40276,107.63536,24.905102,24.905102,38.159637
108.899284,108.899284,-38.444622,39.382576,140.27295,57.514217,28.383636,87.09408,31.953337,73.18868,101.67975,23.186493,23.186495,35.300983
100.7728,100.7728,-32.65117,34.081238,130.47568,57.799103,28.93506,88.30117,33.17624,73.19269,104.13909,21.47349,21.473488,32.915596
112.2986,112.2986,-23.482016,25.339014,134.46584,58.54832,27.260468,107.83617,28.781092,79.56975,94.38488,80.80793,80.80793,113.50647
103.93548,103.93547,-25.570581,27.694262,121.85231,58.404858,26.755445,109.82678,30.19916,79.73146,91.39352,82.20349,82.20349,109.97031
103.238686,103.23869,-26.586185,28.29454,122.189964,58.510124,27.551403,109.37614,28.814169,79.99182,92.647125,75.56804,75.56804,102.49843
101.665085,101.665085,-27.239588,27.885448,117.83234,58.718838,26.403864,106.490974,29.916317,78.90031,92.93984,81.04853,81.04852,101.2878
200.43346,200.43346,-31.821331,32.33098,204.52678,63.375057,35.559692,93.18025,18.878296,96.394714,102.60413,25.701796,25.701797,36.89184
202.33894,202.33894,-35.861794,33.367916,209.92926,63.721226,35.37809,94.8817,18.866415,96.53295,102.863716,28.854113,28.854113,39.482746
153.10104,153.10104,-25.35487,26.97535,151.09044,62.046173,36.649075,94.73592,16.709759,96.04937,102.74197,26.255457,26.255457,35.00112
158.14934,158.14934,-21.951397,21.429985,146.28783,62.38728,36.09912,93.885124,17.291584,95.35838,103.21936,29.911505,29.911507,36.598656
179.91704,179.91704,-23.216873,24.566374,163.21298,61.257473,37.087368,95.50071,17.440369,97.10535,100.70337,26.409084,26.409082,36.71359
166.40758,166.40758,-25.19062,25.426563,161.8691,61.672653,36.61364,93.13658,17.298985,96.71985,100.90389,28.88609,28.886087,38.656654
182.32579,182.32579,-23.299334,22.131159,173.41843,61.437744,36.24784,94.26692,17.434803,96.43185,100.96748,33.123665,33.123665,39.36601
163.78317,163.78317,-21.089846,20.017979,149.31631,61.264603,36.578823,93.81536,16.985893,96.3176,100.66852,34.416935,34.41694,44.678127
149.10619,149.10619,-31.441467,31.609932,154.61406,61.287563,35.248287,100.531525,23.73098,86.738014,114.97801,19.27831,19.278313,29.941128
128.76744,128.76744,-27.651419,28.04539,163.45477,61.01398,35.006653,97.53237,24.026165,86.70418,114.71864,19.296503,19.296501,28.80162
140.38501,140.38501,-31.358463,31.348478,163.61655,61.25898,33.972313,98.70371,24.72435,83.9107,116.45934,22.14493,22.14493,31.62641
127.4404,127.4404,-26.3613,26.618307,146.30359,61.037136,34.0729,94.7891,24.604418,83.04667,115.4337,22.690136,22.690132,33.30565
148.23053,148.23053,-29.743322,29.688202,137.3427,57.882008,32.479446,97.55234,20.603931,89.19187,92.73718,101.934395,101.934395,136.63492
134.58844,134.58844,-23.115875,25.071247,120.58597,57.269524,32.820034,97.40092,20.208668,89.14618,92.092575,107.17475,107.17475,142.1568
146.7577,146.7577,-30.833317,32.541092,143.44624,57.308823,33.845337,99.2634,19.681072,90.29626,93.92229,128.44397,128.44397,164.72081
144.49312,144.49312,-29.686935,29.730099,139.57845,56.80452,33.32071,99.943954,18.715393,88.89317,92.46792,110.15453,110.15454,151.9145
113.77928,113.77928,-26.916325,28.738342,156.6186,63.882473,36.868584,106.91722,15.149079,98.96839,101.27166,31.459562,31.459562,47.63845
100.3681,100.3681,-19.049221,23.265446,120.98195,62.301937,37.595966,99.85976,13.464268,99.14002,101.737434,30.623083,30.62308,48.047802
100.731445,100.731445,-27.432589,29.66644,129.48917,63.23458,36.83086,102.72291,15.321871,98.23501,102.11927,33.02607,33.026073,49.404762
108.06884,108.06884,-26.387423,26.764418,133.81433,63.338882,37.264378,102.8426,14.616924,99.11065,102.37971,34.298553,34.298553,51.198616
130.28151,130.28151,-30.671535,30.1661,158.99464,62.170204,36.33305,106.68554,14.552153,96.35007,100.02666,28.323875,28.323877,42.671318
117.37379,117.3738,-26.643064,27.81404,139.1421,62.013042,36.68879,104.74149,14.137563,96.663345,99.11976,28.156944,28.156942,40.386112
123.52697,123.52697,-27.15241,27.232485,134.09982,61.99026,36.634174,104.412926,14.1945715,96.49285,99.344765,28.724884,28.724884,41.772675
117.10954,117.109535,-25.913176,27.974289,143.12663,62.024292,36.988438,103.5819,14.696096,97.218124,100.29966,31.64967,31.649668,45.994198
99.53711,99.53711,-16.114014,18.140707,113.1847,0.0,0.0,0.0,0.0,0.0,0.0,40.831165,40.831165,51.679966
108.16726,108.16726,-16.596058,17.876804,117.669495,57.600266,34.77167,102.1349,23.97879,81.05584,112.81576,46.35397,46.353962,51.684452
114.4998,114.4998,-18.796114,19.625408,123.59977,57.622353,35.387165,103.68677,24.049578,80.98579,113.398186,43.32382,43.32382,52.6893
107.50085,107.50085,-18.665432,18.520864,110.94,57.713165,35.12495,103.71766,24.725224,80.49624,113.49135,42.79621,42.796207,49.172157
128.0898,128.0898,-24.233713,23.307777,125.58604,58.858246,31.724255,115.72068,24.067642,87.27143,96.70017,71.34423,71.34422,104.19389
109.73539,109.73539,-21.84375,21.03122,107.114204,58.305153,31.26986,116.38597,23.237541,86.509544,93.86451,61.849155,61.849155,90.36897
101.27852,101.27852,-18.873943,18.85171,101.39061,58.47466,31.959736,115.92501,22.397589,86.66235,96.29199,60.2592,60.2592,91.12448
90.88586,90.88585,-16.395832,16.925728,94.04197,58.10408,31.124952,114.4463,22.86805,86.563324,93.50322,56.973404,56.973408,87.66667
131.76086,131.76086,-15.230432,17.216679,148.5057,65.11119,38.138607,112.260216,18.795975,102.92927,105.26896,18.216434,18.216436,26.407402
144.72221,144.7222,-16.997004,18.068998,167.32144,65.49999,38.161186,114.59053,18.06419,102.10257,107.10659,18.21796,18.21796,27.099197
139.1223,139.1223,-17.60037,18.308853,161.38408,65.666885,37.76932,115.68415,18.860418,102.13815,106.03941,17.988533,17.988535,27.262327
126.65899,126.65899,-16.225185,17.494667,146.08374,65.165085,38.54395,115.2314,18.031063,103.46474,105.56534,21.0767,21.076698,30.091225
155.96904,155.96904,-16.113525,19.8033,162.01453,63.57406,37.16708,107.6264,17.756653,101.37613,103.19596,17.721722,17.721722,26.16577
148.8854,148.8854,-16.925188,19.157524,164.2561,64.04032,37.882496,114.666985,20.570438,101.47815,103.4341,16.394884,16.394882,23.714733
144.87903,144.87903,-17.434013,19.28309,166.53192,64.767715,37.914978,116.418755,17.486717,101.561386,104.46083,17.77688,17.776878,27.038145
149.84845,149.84846,-17.421297,18.660976,165.82185,64.544876,38.00067,117.576294,17.708868,101.23647,104.294075,17.195925,17.195925,25.921747
67.92259,67.92259,-15.822427,16.81188,78.362915,56.836365,35.25515,110.535965,23.086357,76.679695,115.02777,16.738995,16.738995,26.31572
74.82686,74.82686,-15.220789,16.180199,82.4348,56.826996,34.602753,109.19892,23.951408,76.800674,114.356575,17.306082,17.306084,27.276508
72.98466,72.984665,-17.344807,17.396626,90.87987,56.919487,33.424423,105.51204,23.41489,77.08345,113.44382,17.945576,17.945576,27.457556
87.50158,87.50158,-15.952847,17.197369,97.315285,57.070984,33.757412,110.85125,24.878502,76.623146,114.386475,18.17196,18.171963,27.736286
74.69917,74.699165,-18.097013,21.189583,100.38641,57.943233,33.578648,121.8495,20.778202,89.292984,95.167534,57.141132,57.14113,80.94252
77.88268,77.88268,-17.03858,20.563576,100.169655,57.233044,33.54544,122.403725,19.823484,89.21349,94.057365,58.582645,58.582645,86.31224
70.23562,70.23562,-17.563656,18.822556,86.58872,57.392986,34.306732,123.58944,19.624296,90.4162,95.24467,63.85039,63.850395,87.412796
71.23665,71.23664,-19.268456,21.365004,91.61186,57.045216,34.079693,123.52926,18.65311,89.69743,93.85952,55.941833,55.941833,83.99022
188.13359,188.13359,-19.131756,17.870005,165.09367,62.703667,37.613937,97.7231,13.231347,98.42591,105.151474,23.196257,23.196257,35.20754
216.50824,216.50824,-18.664448,17.15673,174.51047,63.10217,38.0976,97.93326,13.592521,99.89541,105.37046,21.73173,21.73173,32.46521
145.75111,145.75111,-16.689854,15.34877,151.27266,62.790627,37.795616,97.23452,13.204231,99.15871,105.16858,23.697422,23.697424,35.02865
190.91507,190.91507,-16.6946,15.517931,181.58351,63.606247,37.196964,97.406044,13.571446,100.700165,104.93243,20.38945,20.38945,31.068628
302.871,302.87097,-22.808022,21.516726,196.55989,62.8217,34.350838,88.23109,17.478748,96.40988,101.06942,15.909543,15.909546,25.041954
352.35712,352.35712,-23.295654,22.361103,213.81416,63.298397,34.250256,90.19422,17.919216,96.682236,101.36666,20.02525,20.02525,25.565096
348.83755,348.83755,-23.615744,22.435501,223.7637,63.72082,34.219547,91.01116,18.189095,96.94576,101.52126,20.974266,20.974266,25.171337
311.5477,311.5477,-23.29687,21.704906,206.38152,63.239822,35.202,92.42995,16.407913,97.03633,102.57723,16.979721,16.979721,26.421787
179.175,179.175,-23.995161,22.659172,166.75168,57.672874,36.79371,107.16292,18.469091,76.1155,118.009094,17.958265,17.958261,27.142952
225.51457,225.51456,-24.72553,24.327538,191.60262,58.188736,36.13871,106.57319,18.98314,77.90426,117.9378,18.09859,18.09859,28.516853
222.17628,222.17628,-22.562962,21.671257,203.35583,58.262527,35.464695,104.69795,19.528019,77.25061,116.88802,20.642061,20.642065,30.860586
192.46808,192.46808,-24.80085,23.411707,208.3477,58.2327,36.05143,104.716705,19.321548,78.143265,117.4901,19.90522,19.905222,30.32076
166.51234,166.51234,-21.375328,21.015394,161.56647,58.624645,35.12051,124.43881,18.268484,91.97576,96.5012,63.431793,63.43179,93.70356
154.2676,154.2676,-22.36282,20.31469,160.42326,58.919872,34.28046,120.98067,20.480513,91.35432,96.32604,65.540886,65.540886,92.12698
165.54427,165.54425,-22.24662,20.920483,141.413,58.69552,35.201897,127.841736,18.418365,92.66066,96.463806,74.18243,74.18242,97.86286
128.07245,128.07243,-20.679438,19.596056,135.62407,59.18999,35.86394,123.32008,18.278782,92.78918,97.79213,66.30481,66.30481,96.47957
142.9103,142.9103,-21.811165,20.120644,163.77843,61.155605,37.10707,113.0238,21.483429,95.940125,102.741,26.642544,26.642542,36.810646
161.27538,161.27536,-20.782848,20.37384,174.86365,61.380558,36.33695,115.39203,22.422558,96.402725,101.07222,31.476643,31.47664,40.747555
157.69511,157.69511,-19.677677,19.275133,157.85648,61.198795,37.22908,114.516884,21.25028,97.75381,102.01189,23.722174,23.72217,33.765133
174.17256,174.17256,-18.400322,17.792408,168.72635,61.02966,36.619442,112.77402,21.022903,96.144005,101.684944,27.357443,27.35744,36.92686
184.62788,184.62788,-18.332521,18.417194,183.5011,0.0,0.0,0.0,0.0,0.0,0.0,25.696325,25.696327,36.177544
169.52444,169.52444,-21.128086,20.8445,159.3017,58.03696,35.347946,112.879906,23.030418,91.90279,97.70758,26.171524,26.171524,33.926857
159.17038,159.17038,-15.055803,14.406936,162.65694,58.787624,35.655365,113.78331,21.686388,92.98738,98.15503,27.621815,27.62181,33.981934
154.05048,154.05048,-15.193038,15.057273,152.0001,59.18885,35.609127,113.90492,21.21658,93.54079,98.378235,33.535202,33.535206,34.78266
135.25385,135.25386,-27.119785,25.84707,179.7809,0.0,0.0,0.0,0.0,0.0,0.0,17.878916,17.878916,27.559935
149.25146,149.25145,-28.11884,26.135632,190.78508,55.551357,30.426243,104.90075,29.815681,76.136505,107.83107,20.807547,20.807547,31.86297
173.55154,173.55154,-26.660051,26.565224,196.64978,55.41358,30.13787,109.95493,29.822462,75.53597,106.348206,19.823292,19.82329,31.145056
118.9552,118.9552,-23.671747,22.814236,158.4204,55.504147,30.11359,101.67938,30.299809,74.00212,107.862335,19.569662,19.569662,30.863382
125.426445,125.426445,-23.941685,23.736183,144.16568,54.61249,28.679247,117.39968,28.746483,80.780975,83.31381,83.97259,83.97258,114.65166
113.00172,113.00172,-20.866816,20.055286,132.45517,54.85569,28.465601,120.73594,28.51019,80.158356,84.70293,71.694374,71.694374,105.06486
110.23121,110.23121,-19.546339,19.259928,125.72206,54.734543,27.56957,117.928474,27.33878,79.36325,82.95453,60.756172,60.756172,91.57928
125.66573,125.665726,-20.601784,20.596691,133.66043,54.555588,27.894121,123.5125,28.855556,79.65222,83.47519,69.85423,69.854225,102.60994
117.89404,117.89404,-15.449753,16.05674,116.27225,68.14369,39.495358,104.23266,22.073284,104.729385,115.29316,32.476856,32.476856,44.676964
112.05804,112.058044,-15.719856,16.478884,122.3844,68.35766,40.7906,106.67135,20.530594,106.03369,116.38198,34.97499,34.97499,48.67861
105.02596,105.02596,-16.08521,16.335068,112.34468,67.38487,39.02054,103.361855,20.99248,104.50145,113.28866,32.293903,32.293907,45.415802
113.68591,113.68591,-15.167079,15.5325165,125.25976,67.47131,39.879955,104.52269,20.288492,104.67919,113.63624,35.684505,35.684505,49.848484
112.817505,112.817505,-14.714186,14.875452,146.46759,66.86566,36.80143,100.20525,23.004564,100.9946,108.91421,31.686197,31.686197,47.572903
110.60599,110.60599,-13.464342,14.361288,140.6014,67.02063,37.57656,100.0254,22.92178,101.3508,110.77593,30.612019,30.612019,44.740128
119.34087,119.34087,-15.337022,16.021957,156.94301,67.44826,37.84398,103.6239,21.044603,102.06759,110.108025,32.625183,32.625175,46.87478
110.86843,110.86843,-13.271114,13.763624,139.23793,67.22459,39.140667,105.918724,20.107342,101.175285,112.667206,34.44289,34.44289,46.2749
105.04591,105.04591,-16.355858,15.6843405,115.29915,63.56807,34.056614,88.74622,29.309439,94.86777,105.943054,24.86606,24.866058,36.76672
109.74785,109.74785,-17.710854,18.070408,120.81653,63.923767,34.246246,91.7807,29.074297,95.15861,107.34221,26.490326,26.490328,40.13625
98.63224,98.63224,-16.62221,15.96767,105.06766,64.206345,33.63613,88.52601,32.5856,95.6622,105.27006,26.885399,26.885399,37.12191
107.348915,107.348915,-14.381044,14.935115,119.02002,64.4155,33.848045,89.243996,30.91869,95.70748,106.10923,32.226303,32.226303,45.01095
90.49298,90.49298,-17.714777,18.49908,102.10661,62.910244,31.825878,107.71943,25.617184,93.94095,98.209885,87.61984,87.61984,134.63762
81.15995,81.15996,-16.716,16.458565,96.435715,62.428936,32.27874,113.215324,25.177189,94.10548,97.70567,95.4718,95.4718,148.86882
87.10135,87.10135,-16.903778,17.557117,100.377815,62.15006,31.93405,113.47983,25.34112,93.42592,97.227104,93.057884,93.057884,137.75461
81.6125,81.6125,-15.656157,16.608595,92.67666,61.944443,32.35093,114.69348,24.317083,93.68145,96.255295,78.07768,78.07768,116.64511
119.65876,119.65876,-16.657644,15.652066,108.722206,58.0212,42.18799,113.45898,10.741274,100.878006,101.9003,55.887352,55.887352,71.90111
103.3101,103.3101,-14.276677,13.662214,83.32618,58.077763,42.290516,115.7944,10.569771,100.949974,101.81526,47.695953,47.695953,62.416454
104.32727,104.32727,-14.911284,14.292957,75.26011,57.87932,42.12152,112.22661,10.42655,100.91191,101.741585,43.49947,43.49947,58.921284
104.875885,104.87589,-15.990115,15.303511,77.42547,57.856396,42.130398,109.334915,10.443069,100.9241,102.04397,58.127403,58.1274,69.02989
143.51997,143.51999,-17.151604,16.22345,129.63603,0.0,0.0,0.0,0.0,0.0,0.0,42.16205,42.162045,60.706738
118.16676,118.16676,-13.582561,13.064654,94.051346,0.0,0.0,0.0,0.0,0.0,0.0,55.377193,55.377193,70.576706
117.47806,117.47806,-14.680845,13.978359,103.485565,57.86801,41.889835,116.96751,11.033133,100.457214,100.97891,49.04743,49.047424,60.43992
111.868614,111.868614,-13.889802,13.975229,92.77581,0.0,0.0,0.0,0.0,0.0,0.0,54.024582,54.024582,63.17969
85.03953,85.03953,-17.46272,15.476845,104.13096,53.040154,40.710934,110.94142,13.378639,78.19923,113.98162,24.314987,24.314987,33.982883
90.88398,90.88398,-16.844051,15.806133,102.16368,53.346878,40.19688,112.089836,13.719532,77.886925,114.878075,27.97763,27.977629,40.427055
91.44061,91.44062,-14.231532,13.453311,91.198906,53.46525,40.63994,112.4566,15.120718,77.3668,116.01906,28.074978,28.074984,39.056625
79.81884,79.81884,-16.705418,15.941654,81.7646,53.56292,41.694824,114.769325,13.684023,78.694214,117.12657,30.505253,30.505253,43.41251
142.96027,142.96028,-15.976703,15.322451,104.29548,53.388676,33.93913,104.3808,15.022125,87.71851,92.79041,133.57219,133.5722,185.9362
143.25974,143.25974,-16.655811,15.670633,103.11317,53.130207,33.404545,100.36837,16.142859,86.460266,91.352234,128.48412,128.48412,174.72488
131.19322,131.19324,-15.000294,13.668586,100.7489,53.305073,33.818943,101.55854,15.008108,86.943695,94.31298,116.92035,116.92036,154.28998
129.73238,129.73238,-14.148196,13.458987,98.16745,53.068375,33.197273,100.42954,15.700879,85.48848,92.06973,133.65846,133.65846,174.68375
128.55864,128.55864,-18.651875,17.86844,119.89845,64.305016,31.871832,106.862915,28.44489,92.149574,102.6983,28.685987,28.685987,43.021694
111.63132,111.63131,-18.168087,17.42272,98.536766,63.435196,32.162754,101.80167,27.095232,92.70453,99.34309,29.730509,29.730509,43.115913
109.657616,109.657616,-19.000496,18.327225,106.867615,63.90369,32.180397,103.83182,27.077185,93.19018,99.01866,30.488781,30.488781,46.01494
109.440315,109.440315,-19.62045,18.47539,104.4447,64.59093,32.711277,106.08203,27.485222,94.58422,102.45293,28.775923,28.77592,44.49217
93.490906,93.490906,-16.510145,15.600075,75.87626,61.830357,33.557907,105.70164,23.534645,90.925545,99.40914,28.290121,28.290125,38.134422
82.73847,82.73847,-15.504767,15.629135,73.12042,61.64626,34.56011,108.50135,21.119837,93.58606,99.204544,33.373047,33.373047,43.557507
77.380585,77.38058,-17.620918,17.200354,76.99787,61.31735,32.98492,109.84117,23.436558,90.05275,102.16651,31.33492,31.334919,41.865276
89.9987,89.9987,-20.360748,19.671543,89.21436,62.157566,34.523254,117.023865,22.128216,92.46298,105.97356,35.605705,35.6057,45.470024
66.9819,66.9819,-14.335335,13.996973,63.734806,56.09268,30.77547,97.66273,26.533272,69.21712,110.35947,14.32089,14.320892,21.817291
65.22893,65.22893,-14.236944,13.993909,72.680954,56.238106,30.143444,93.78726,32.132515,70.14687,108.39733,12.519556,12.519558,19.253359
66.82077,66.82076,-13.6595,12.928883,66.252815,56.30973,30.425102,96.1966,30.608744,70.01154,109.4093,11.244163,11.244163,17.531305
69.70517,69.70517,-14.13414,13.750082,73.45327,56.472614,31.189213,97.500336,29.980957,70.43049,111.82216,12.698296,12.698294,19.576967
77.61627,77.61627,-18.804062,18.997488,77.81571,57.603493,28.1969,106.225525,25.63831,83.357025,87.28372,114.65965,114.65965,137.49077
73.89524,73.89524,-18.71284,18.237385,77.143005,57.29419,28.322165,112.99527,25.387241,83.04347,87.240845,97.044785,97.044785,128.02667
78.55757,78.55757,-17.729279,17.867722,66.95038,57.299755,28.359238,102.669586,24.722422,83.19907,87.12339,92.371925,92.37195,128.54448
70.834045,70.834045,-18.830452,18.282495,72.77812,57.317,28.284182,105.80174,24.922607,82.5526,87.65037,109.523384,109.523384,127.69012
124.70324,124.70324,-21.71979,23.60247,148.8885,66.68894,32.623333,88.64911,28.775864,99.41623,101.579414,21.17661,21.17661,33.0104
133.96799,133.96799,-18.612404,19.740496,148.57216,66.99117,32.202755,87.63297,28.217602,99.32988,102.0592,20.435614,20.435612,31.831215
122.998116,122.99811,-18.345673,18.826138,141.03293,66.72196,32.41725,88.90037,28.160332,99.34086,101.35371,19.382229,19.382227,31.105354
114.155106,114.155106,-19.078875,21.307615,130.20747,66.5247,33.491127,88.53164,27.300093,99.671234,101.95593,23.333426,23.333422,33.031525
99.75183,99.75182,-16.86094,17.668297,111.36433,65.5493,33.714737,93.884895,29.024282,97.36887,104.22802,20.040573,20.040573,30.088808
138.38406,138.38406,-16.085968,17.140224,158.8173,67.1599,31.650913,92.39058,30.34068,98.46183,100.6331,19.75235,19.752348,29.565178
126.21076,126.21076,-13.900467,14.09325,150.45592,67.19266,32.443027,93.31142,30.4634,99.259,102.43591,19.4048,19.404802,30.230175
118.464966,118.46496,-13.59872,13.457549,117.992,65.993164,34.17877,91.34079,26.617237,99.39575,103.53222,21.765013,21.76501,31.072304
183.28418,183.28416,-22.757727,23.744686,205.74663,62.75967,31.883238,95.16843,28.229889,85.31188,113.17463,19.374037,19.374035,30.227554
171.25089,171.25089,-21.70708,22.317146,199.99014,61.768166,31.230095,94.64669,28.203873,81.9306,113.29077,17.644737,17.644737,28.159256
172.59956,172.59956,-18.866396,19.724913,183.14734,61.859474,31.866047,98.143616,29.749924,80.55383,115.16854,18.720814,18.720814,29.536291
164.96155,164.96155,-18.159803,18.969873,186.37556,61.825745,31.116663,95.41813,29.988575,79.2359,114.37635,18.067865,18.067863,28.993446
104.248535,104.248535,-13.219705,13.660894,105.109726,60.63049,34.798016,119.08256,22.81492,95.19667,99.27529,90.22323,90.22323,118.14957
113.8522,113.8522,-15.885146,16.531946,118.09655,60.33189,34.350742,114.18581,24.078707,94.4188,98.50231,94.47493,94.47493,126.91007
118.17495,118.17495,-16.767132,17.223063,131.61267,60.343647,33.798782,114.872765,24.381437,93.59497,99.2896,88.6911,88.69111,121.8877
105.982216,105.982216,-14.631181,14.468947,110.48672,60.254105,34.35721,116.0025,22.806013,94.253654,100.13805,85.30641,85.30641,126.01899
